"","UserIDs_in","MoYr","X.x","intercept","CTleaf_out.slope","CTleaf2.slope","Date","rdref","q10","LMA_g.m2","R_calc","sDate","Site.x","Plot.x","Spp","Treatment.x","site","Species.x","ï..UserIDs_in","X..N..as.received","X..N.adjusted","Nmass..g.N.kg.1.","X.y","X.1","X.2","Site.y","Plot.y","Species.y","Treatment.y","Narea"
"99","BM3GC",2020-02-01,168,-0.920931504051783,0.107542040831311,-0.000497339513872014,2020-02-14,4.29212659780853,2.28587904180646,255.2255,"R.mass","2020-02-14","BM","3","G","C","BM","G","BM3GC",1.14,1.26,12.6,NA,NA,NA,"BM","3","G","C",3.2158413
"100","BM3GC",2020-02-01,444,-2.28653931492503,0.107542040831311,-0.000497339513872015,2020-02-14,1.09546015698898,2.28587904180646,255.2255,"R.area","2020-02-14","BM","3","G","C","BM","G","BM3GC",1.14,1.26,12.6,NA,NA,NA,"BM","3","G","C",3.2158413
"101","BM3GC",2020-04-01,236,-1.13377493401712,0.111142502193427,-0.000571872504802931,2020-04-09,3.62323511643059,2.282996351735,268.9954,"R.mass","2020-04-09","BM","3","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","BM3GC",2020-04-01,512,-2.44683593391538,0.111142502193427,-0.000571872504802933,2020-04-09,0.974633579438292,2.28299635173501,268.9954,"R.area","2020-04-09","BM","3","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","BM3GC",2020-06-01,44,1.20993097941728,-0.00596442180278034,0.00128813262502222,2020-06-14,6.46177032899166,1.79395395013002,205.1316,"R.mass","2020-06-14","BM","3","G","C","BM","G","BM3GC",1.59,1.77,17.68,NA,NA,NA,"BM","3","G","C",3.63082932
"104","BM3GC",2020-06-01,320,-0.374172575169477,-0.00596442180278028,0.00128813262502222,2020-06-14,1.32551328641859,1.79395395013002,205.1316,"R.area","2020-06-14","BM","3","G","C","BM","G","BM3GC",1.59,1.77,17.68,NA,NA,NA,"BM","3","G","C",3.63082932
"105","BM3GC",2020-07-01,124,-0.184252714945411,0.0593878904447995,0.00031741073667878,2020-07-30,4.47643180331039,2.12247799739613,244.3783,"R.mass","2020-07-30","BM","3","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","BM3GC",2020-07-01,400,-1.59329055944277,0.0593878904447991,0.000317410736678786,2020-07-30,1.09394279415893,2.12247799739612,244.3783,"R.area","2020-07-30","BM","3","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","BM3GW",2019-10-01,11,-0.548795428117338,0.0533369747900484,0.000627005627716613,2019-10-26,3.24302799250201,2.33234118086254,291.9255,"R.mass","2019-10-26","BM","3","G","W","BM","G","BM3GW",1.48,1.64,16.39,NA,NA,NA,"BM","3","G","W",4.7875782
"108","BM3GW",2019-10-01,287,-1.78005207437047,0.0533369747900484,0.000627005627716614,2019-10-26,0.946722568225146,2.33234118086253,291.9255,"R.area","2019-10-26","BM","3","G","W","BM","G","BM3GW",1.48,1.64,16.39,NA,NA,NA,"BM","3","G","W",4.7875782
"109","BM3GW",2019-12-01,199,0.290007963535557,0.0241946389704998,0.000960327239604738,2019-12-19,4.45968645749662,2.05877266078113,256.6549,"R.mass","2019-12-19","BM","3","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","BM3GW",2019-12-01,475,-1.07001493447368,0.0241946389704999,0.000960327239604738,2019-12-19,1.14460038178015,2.05877266078113,256.6549,"R.area","2019-12-19","BM","3","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","BM3GW",2020-02-01,167,-0.138052159022918,0.0567171893407182,0.000362371788847561,2020-02-14,4.51028318732632,2.11352630648873,271.654,"R.mass","2020-02-14","BM","3","G","W","BM","G","BM3GW",1.22,1.35,13.54,NA,NA,NA,"BM","3","G","W",3.667329
"112","BM3GW",2020-02-01,443,-1.44127824028619,0.0567171893407185,0.000362371788847556,2020-02-14,1.22523646896995,2.11352630648874,271.654,"R.area","2020-02-14","BM","3","G","W","BM","G","BM3GW",1.22,1.35,13.54,NA,NA,NA,"BM","3","G","W",3.667329
"113","BM3GW",2020-04-01,235,-0.534705425010848,0.0709504146290614,0.000207207900459589,2020-04-09,3.92968739123729,2.254905570618,250,"R.mass","2020-04-09","BM","3","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","BM3GW",2020-04-01,511,-1.92099978613074,0.0709504146290616,0.000207207900459586,2020-04-09,0.982421847809322,2.254905570618,250,"R.area","2020-04-09","BM","3","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","BM3GW",2020-06-01,43,-0.222377902017698,0.0774961565896387,2.68974026503546e-05,2020-06-14,5.65102468775866,2.19989639752555,216.7327,"R.mass","2020-06-14","BM","3","G","W","BM","G","BM3GW",1.76,1.95,19.5,NA,NA,NA,"BM","3","G","W",4.22628765
"116","BM3GW",2020-06-01,319,-1.75146838398019,0.077496156589638,2.68974026503674e-05,2020-06-14,1.22476183834459,2.19989639752555,216.7327,"R.area","2020-06-14","BM","3","G","W","BM","G","BM3GW",1.76,1.95,19.5,NA,NA,NA,"BM","3","G","W",4.22628765
"117","BM3GW",2020-07-01,123,0.138941520063353,0.0327024084940287,0.000771047703530555,2020-07-30,4.21397569261687,2.03918034756122,237.5205,"R.mass","2020-07-30","BM","3","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","BM3GW",2020-07-01,399,-1.29855982337961,0.0327024084940288,0.000771047703530555,2020-07-30,1.0009056134982,2.03918034756122,237.5205,"R.area","2020-07-30","BM","3","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","BM3MC",2019-10-01,10,0.191963739102308,0.106409907236464,-0.00067372977587458,2019-10-26,11.3717283978472,2.06934924701181,121.0843,"R.mass","2019-10-26","BM","3","M","C","BM","M","BM3MC",1.24,1.38,13.8,NA,NA,NA,"BM","3","M","C",1.67096334
"120","BM3MC",2019-10-01,286,-1.91930454264697,0.106409907236464,-0.000673729775874584,2019-10-26,1.37693777284345,2.06934924701181,121.0843,"R.area","2019-10-26","BM","3","M","C","BM","M","BM3MC",1.24,1.38,13.8,NA,NA,NA,"BM","3","M","C",1.67096334
"121","BM3MC",2019-12-01,198,0.246782578358694,0.109009813360878,-0.000859111023289328,2019-12-19,11.4167722346133,1.93584248010898,131.3734,"R.mass","2019-12-19","BM","3","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","BM3MC",2019-12-01,474,-1.78292905037775,0.109009813360878,-0.000859111023289328,2019-12-19,1.49986018548674,1.93584248010898,131.3734,"R.area","2019-12-19","BM","3","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","BM3MC",2020-02-01,166,-0.0580314048527963,0.138212051106683,-0.00125654094815201,2020-02-14,13.6253466199121,2.12516625505906,86.8296,"R.mass","2020-02-14","BM","3","M","C","BM","M","BM3MC",1.49,1.65,16.51,NA,NA,NA,"BM","3","M","C",1.4326884
"124","BM3MC",2020-02-01,442,-2.50183910647574,0.138212051106683,-0.00125654094815201,2020-02-14,1.18308339686832,2.12516625505906,86.8296,"R.area","2020-02-14","BM","3","M","C","BM","M","BM3MC",1.49,1.65,16.51,NA,NA,NA,"BM","3","M","C",1.4326884
"125","BM3MC",2020-04-01,234,1.16573013551716,0.0586137142305699,-0.000121125858356478,2020-04-09,12.8760542901209,1.69142981078426,88.12103,"R.mass","2020-04-09","BM","3","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","BM3MC",2020-04-01,510,-1.26331393299269,0.0586137142305692,-0.000121125858356467,2020-04-09,1.13465116638138,1.69142981078426,88.12103,"R.area","2020-04-09","BM","3","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","BM3MC",2020-06-01,318,-0.615991627807575,0.021907137791213,0.00060935068617844,2020-06-14,1.3668803081127,1.68834155886072,134.5815,"R.area","2020-06-14","BM","3","M","C","BM","M","BM3MC",1.08,1.2,11.98,NA,NA,NA,"BM","3","M","C",1.614978
"128","BM3MC",2020-06-01,42,1.3895936876896,0.0219071377912137,0.000609350686178428,2020-06-14,10.1565245454442,1.68834155886072,134.5815,"R.mass","2020-06-14","BM","3","M","C","BM","M","BM3MC",1.08,1.2,11.98,NA,NA,NA,"BM","3","M","C",1.614978
"129","BM3MC",2020-07-01,122,0.398322401114577,0.0623650578763321,-2.18776268291824e-05,2020-07-30,6.98507221511512,1.84542898996031,164.2537,"R.mass","2020-07-30","BM","3","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","BM3MC",2020-07-01,398,-1.40802069412033,0.062365057876332,-2.18776268291824e-05,2020-07-30,1.14732395609985,1.84542898996031,164.2537,"R.area","2020-07-30","BM","3","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","BM3MW",2019-10-01,9,0.643438272946921,0.0725704847910335,-0.000146023223072184,2019-10-26,10.6593333398091,1.9207067867009,120.0971,"R.mass","2019-10-26","BM","3","M","W","BM","M","BM3MW",1.73,1.92,19.18,NA,NA,NA,"BM","3","M","W",2.30586432
"132","BM3MW",2019-10-01,285,-1.47601642378536,0.0725704847910334,-0.000146023223072184,2019-10-26,1.28015502204439,1.9207067867009,120.0971,"R.area","2019-10-26","BM","3","M","W","BM","M","BM3MW",1.73,1.92,19.18,NA,NA,NA,"BM","3","M","W",2.30586432
"133","BM3MW",2019-12-01,197,0.872147405358844,0.0736041793640484,-0.000331839286101659,2019-12-19,12.2417511620594,1.76848305948922,96.83781,"R.mass","2019-12-19","BM","3","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","BM3MW",2019-12-01,473,-1.46257035643121,0.0736041793640483,-0.000331839286101658,2019-12-19,1.18546437309878,1.76848305948922,96.83781,"R.area","2019-12-19","BM","3","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","BM3MW",2020-02-01,441,-1.66030950690108,0.089077280391826,-0.000500321915895506,2020-02-14,1.28907035747723,1.89764158854052,94.15939,"R.area","2020-02-14","BM","3","M","W","BM","M","BM3MW",1.75,1.94,19.45,NA,NA,NA,"BM","3","M","W",1.826692166
"136","BM3MW",2020-02-01,165,0.702456787484768,0.0890772803918259,-0.000500321915895505,2020-02-14,13.6903006431672,1.89764158854052,94.15939,"R.mass","2020-02-14","BM","3","M","W","BM","M","BM3MW",1.75,1.94,19.45,NA,NA,NA,"BM","3","M","W",1.826692166
"137","BM3MW",2020-04-01,233,-0.641842280402647,0.133897498273682,-0.0012012401987959,2020-04-09,7.06264800131912,2.09249029073335,121.5267,"R.mass","2020-04-09","BM","3","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","BM3MW",2020-04-01,509,-2.74946356765992,0.133897498273682,-0.00120124019879589,2020-04-09,0.858300304861909,2.09249029073334,121.5267,"R.area","2020-04-09","BM","3","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","BM3MW",2020-06-01,317,0.325929870402087,-0.060358509301244,0.00190969145476866,2020-06-14,1.01057987230836,1.4208576019854,129.0679,"R.area","2020-06-14","BM","3","M","W","BM","M","BM3MW",1.34,1.49,14.85,NA,NA,NA,"BM","3","M","W",1.92311171
"140","BM3MW",2020-06-01,41,2.37334652691045,-0.0603585093012442,0.00190969145476867,2020-06-14,7.82983121526237,1.4208576019854,129.0679,"R.mass","2020-06-14","BM","3","M","W","BM","M","BM3MW",1.34,1.49,14.85,NA,NA,NA,"BM","3","M","W",1.92311171
"141","BM3MW",2020-07-01,121,0.197613777649953,0.0800536316082893,-0.00032298615350365,2020-07-30,7.36757210082737,1.89466726872423,161.8035,"R.mass","2020-07-30","BM","3","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","BM3MW",2020-07-01,397,-1.62375886529775,0.0800536316082895,-0.000322986153503653,2020-07-30,1.19209895241622,1.89466726872423,161.8035,"R.area","2020-07-30","BM","3","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","BM4GC",2019-10-01,290,-0.281970481019627,-0.041521885753803,0.00192609188914597,2019-10-25,0.890288070286098,1.7294908987721,249.0859,"R.area","2019-10-25","BM","4","G","C","BM","G","BM4GC",1.48,1.65,16.46,NA,NA,NA,"BM","4","G","C",4.10991735
"144","BM4GC",2019-10-01,14,1.10798698107002,-0.0415218857538032,0.00192609188914597,2019-10-25,3.57422106303929,1.7294908987721,249.0859,"R.mass","2019-10-25","BM","4","G","C","BM","G","BM4GC",1.48,1.65,16.46,NA,NA,NA,"BM","4","G","C",4.10991735
"145","BM4GC",2019-12-01,196,1.18873498296238,-0.0204990723306512,0.00150659523481059,2019-12-19,5.0423901029683,1.73032091983122,231.8095,"R.mass","2019-12-19","BM","4","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","BM4GC",2019-12-01,472,-0.273104382347358,-0.0204990723306508,0.00150659523481058,2019-12-19,1.16887392857403,1.73032091983122,231.8095,"R.area","2019-12-19","BM","4","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","BM4GC",2020-02-01,172,-0.360019846481639,0.067040952565103,0.00028911054434162,2020-02-13,4.46691519699642,2.25909614584495,266.9441,"R.mass","2020-02-13","BM","4","G","C","BM","G","BM4GC",1.29,1.43,14.29,NA,NA,NA,"BM","4","G","C",3.81730063
"148","BM4GC",2020-02-01,448,-1.68073585227896,0.0670409525651029,0.000289110544341621,2020-02-13,1.19241665703853,2.25909614584495,266.9441,"R.area","2020-02-13","BM","4","G","C","BM","G","BM4GC",1.29,1.43,14.29,NA,NA,NA,"BM","4","G","C",3.81730063
"149","BM4GC",2020-04-01,232,-0.129818063316335,0.0592607412932108,0.000287096400946588,2020-04-09,4.62342475578516,2.08789339650933,256.3721,"R.mass","2020-04-09","BM","4","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","BM4GC",2020-04-01,508,-1.49094343752524,0.0592607412932109,0.000287096400946587,2020-04-09,1.18531711383263,2.08789339650933,256.3721,"R.area","2020-04-09","BM","4","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","BM4GC",2020-06-01,56,0.0281104993036764,0.0441336386259665,0.000569759585901481,2020-06-13,4.42624327961772,2.06724371058805,258.6714,"R.mass","2020-06-13","BM","4","G","C","BM","G","BM4GC",1.46,1.62,16.2,NA,NA,NA,"BM","4","G","C",4.19047668
"152","BM4GC",2020-06-01,332,-1.32408624936171,0.0441336386259667,0.000569759585901477,2020-06-13,1.14494254587931,2.06724371058805,258.6714,"R.area","2020-06-13","BM","4","G","C","BM","G","BM4GC",1.46,1.62,16.2,NA,NA,NA,"BM","4","G","C",4.19047668
"153","BM4GC",2020-07-01,120,0.744423333585435,-0.000589861324911658,0.00120306276829789,2020-07-30,4.39994055518984,1.81417854122709,259.8485,"R.mass","2020-07-30","BM","4","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","BM4GC",2020-07-01,396,-0.603233176520006,-0.000589861324911614,0.00120306276829789,2020-07-30,1.14331795335525,1.81417854122709,259.8485,"R.area","2020-07-30","BM","4","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","BM4GW",2019-10-01,289,0.145821663334506,-0.0491390894529514,0.00183406143164685,2019-10-25,1.06570102471924,1.53056939733683,255.9775,"R.area","2019-10-25","BM","4","G","W","BM","G","BM4GW",1.86,2.07,20.69,NA,NA,NA,"BM","4","G","W",5.29873425
"156","BM4GW",2019-10-01,13,1.50848739232469,-0.0491390894529514,0.00183406143164685,2019-10-25,4.16326053938039,1.53056939733683,255.9775,"R.mass","2019-10-25","BM","4","G","W","BM","G","BM4GW",1.86,2.07,20.69,NA,NA,NA,"BM","4","G","W",5.29873425
"157","BM4GW",2019-12-01,195,0.0290945132280293,0.0391427208223329,0.000625106790145594,2019-12-19,4.04853172207848,2.02178463348538,262.2724,"R.mass","2019-12-19","BM","4","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","BM4GW",2019-12-01,471,-1.30927710744467,0.0391427208223326,0.000625106790145598,2019-12-19,1.06181813122566,2.02178463348538,262.2724,"R.area","2019-12-19","BM","4","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","BM4GW",2020-02-01,171,-0.663191295632439,0.0912263540492652,-0.000177018736027986,2020-02-13,4.51240759362234,2.27903970557412,276.8741,"R.mass","2020-02-13","BM","4","G","W","BM","G","BM4GW",2.03,2.25,22.48,NA,NA,NA,"BM","4","G","W",6.22966725
"160","BM4GW",2020-02-01,447,-1.94738368438479,0.0912263540492652,-0.000177018736027986,2020-02-13,1.24936879131735,2.27903970557412,276.8741,"R.area","2020-02-13","BM","4","G","W","BM","G","BM4GW",2.03,2.25,22.48,NA,NA,NA,"BM","4","G","W",6.22966725
"161","BM4GW",2020-04-01,231,-0.537638798924564,0.0741361101314716,0.000188758704899417,2020-04-09,4.19434900751347,2.30652128851359,221.5301,"R.mass","2020-04-09","BM","4","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","BM4GW",2020-04-01,507,-2.04483560600609,0.0741361101314717,0.000188758704899414,2020-04-09,0.92917455506936,2.30652128851359,221.5301,"R.area","2020-04-09","BM","4","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","BM4GW",2020-06-01,55,0.653467913272784,0.0127640692128484,0.000988105757062517,2020-06-13,4.90441461700713,1.86207893521375,212.4064,"R.mass","2020-06-13","BM","4","G","W","BM","G","BM4GW",1.53,1.7,17.02,NA,NA,NA,"BM","4","G","W",3.6109088
"164","BM4GW",2020-06-01,331,-0.895785944968779,0.0127640692128483,0.00098810575706252,2020-06-13,1.04172905290586,1.86207893521375,212.4064,"R.area","2020-06-13","BM","4","G","W","BM","G","BM4GW",1.53,1.7,17.02,NA,NA,NA,"BM","4","G","W",3.6109088
"165","BM4GW",2020-07-01,119,0.766525020868045,0.00610042511270317,0.00102788994769029,2020-07-30,4.76580692045681,1.77704029535286,250.7042,"R.mass","2020-07-30","BM","4","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","BM4GW",2020-07-01,395,-0.616956499998831,0.00610042511270313,0.00102788994769029,2020-07-30,1.19480781134759,1.77704029535286,250.7042,"R.area","2020-07-30","BM","4","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","BM4MC",2019-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM4MC",1.26,1.4,13.99,NA,NA,NA,"BM","4","M","C",NA
"168","BM4MC",2019-12-01,194,0.480845439678325,0.110033623862682,-0.00084127209919981,2019-12-19,14.9676465389502,1.97328603073053,102.3294,"R.mass","2019-12-19","BM","4","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","BM4MC",2019-12-01,470,-1.79871281760549,0.110033623862681,-0.000841272099199794,2019-12-19,1.53163028974285,1.97328603073052,102.3294,"R.area","2019-12-19","BM","4","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","BM4MC",2020-02-01,446,-1.86919044904039,0.0984028344195815,-0.000537069594833305,2020-02-13,1.29073511761014,2.04519583302266,90.2505,"R.area","2020-02-13","BM","4","M","C","BM","M","BM4MC",1.88,2.09,20.88,NA,NA,NA,"BM","4","M","C",1.88623545
"171","BM4MC",2020-02-01,170,0.535975692577887,0.0984028344195823,-0.000537069594833318,2020-02-13,14.3016949225781,2.04519583302266,90.2505,"R.mass","2020-02-13","BM","4","M","C","BM","M","BM4MC",1.88,2.09,20.88,NA,NA,NA,"BM","4","M","C",1.88623545
"172","BM4MC",2020-04-01,230,1.09186684982652,0.070800544132126,-0.000244768351320619,2020-04-09,15.0127559074806,1.79610649837999,117.0166,"R.mass","2020-04-09","BM","4","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","BM4MC",2020-04-01,506,-1.05357262408005,0.070800544132126,-0.000244768351320619,2020-04-09,1.7567416529233,1.79610649837999,117.0166,"R.area","2020-04-09","BM","4","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","BM4MC",2020-06-01,54,-0.50187714792772,0.138948968390496,-0.0011314300184032,2020-06-13,9.62826747352066,2.27908643143726,165.194,"R.mass","2020-06-13","BM","4","M","C","BM","M","BM4MC",1.02,1.13,11.31,NA,NA,NA,"BM","4","M","C",1.8666922
"175","BM4MC",2020-06-01,330,-2.30251188609514,0.138948968390496,-0.0011314300184032,2020-06-13,1.59053201702077,2.27908643143726,165.194,"R.area","2020-06-13","BM","4","M","C","BM","M","BM4MC",1.02,1.13,11.31,NA,NA,NA,"BM","4","M","C",1.8666922
"176","BM4MC",2020-07-01,118,0.589732558343601,0.0716904661990288,-0.000220644669606671,2020-07-30,9.43184089840522,1.8341521427591,152.2744,"R.mass","2020-07-30","BM","4","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","BM4MC",2020-07-01,394,-1.29233856416345,0.0716904661990287,-0.000220644669606671,2020-07-30,1.43622791370012,1.8341521427591,152.2744,"R.area","2020-07-30","BM","4","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","BM4MW",2019-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM4MW",1.36,1.5,15.04,NA,NA,NA,"BM","4","M","W",NA
"179","BM4MW",2019-12-01,193,0.886668306246888,0.07662904735383,-0.000361678049532912,2019-12-19,13.1489999872427,1.79580151505833,132.7694,"R.mass","2019-12-19","BM","4","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","BM4MW",2019-12-01,469,-1.13247318393082,0.0766290473538303,-0.000361678049532918,2019-12-19,1.74578483890621,1.79580151505833,132.7694,"R.area","2019-12-19","BM","4","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","BM4MW",2020-02-01,169,1.13694235582614,0.0381137784660631,0.000420114973477439,2020-02-13,10.5103309757502,1.80614596032455,138.924,"R.mass","2020-02-13","BM","4","M","W","BM","M","BM4MW",1.47,1.64,16.35,NA,NA,NA,"BM","4","M","W",2.2783536
"182","BM4MW",2020-02-01,445,-0.836885902144405,0.0381137784660629,0.000420114973477443,2020-02-13,1.46013722047512,1.80614596032454,138.924,"R.area","2020-02-13","BM","4","M","W","BM","M","BM4MW",1.47,1.64,16.35,NA,NA,NA,"BM","4","M","W",2.2783536
"183","BM4MW",2020-04-01,229,0.638276517752258,0.0958432857396199,-0.000727597330791869,2020-04-09,13.1919966260216,1.81236784502775,116.5865,"R.mass","2020-04-09","BM","4","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","BM4MW",2020-04-01,505,-1.51084527446252,0.0958432857396194,-0.000727597330791861,2020-04-09,1.53800871463967,1.81236784502774,116.5865,"R.area","2020-04-09","BM","4","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","BM4MW",2020-06-01,329,-0.422441681394301,0.0358578578839934,0.000253162982823975,2020-06-13,1.88180539019799,1.62443501175587,152.5482,"R.area","2020-06-13","BM","4","M","W","BM","M","BM4MW",1.69,1.88,18.75,NA,NA,NA,"BM","4","M","W",2.86790616
"186","BM4MW",2020-06-01,53,1.4578329859048,0.0358578578839934,0.000253162982823974,2020-06-13,12.3358085523001,1.62443501175587,152.5482,"R.mass","2020-06-13","BM","4","M","W","BM","M","BM4MW",1.69,1.88,18.75,NA,NA,NA,"BM","4","M","W",2.86790616
"187","BM4MW",2020-07-01,117,1.01273690082368,0.0391260761647855,0.00016204666849137,2020-07-30,8.10246205378716,1.60365291022336,179.3481,"R.mass","2020-07-30","BM","4","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","BM4MW",2020-07-01,393,-0.705689768047268,0.0391260761647855,0.00016204666849137,2020-07-30,1.45316117466883,1.60365291022336,179.3481,"R.area","2020-07-30","BM","4","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","BM5GC",2019-10-01,284,-0.880781236007825,0.00391408716483953,0.00117529355509736,2019-10-26,0.952780635480111,1.87158871276471,294.17,"R.area","2019-10-26","BM","5","G","C","BM","G","BM5GC",1.39,1.54,15.41,NA,NA,NA,"BM","5","G","C",4.530218
"190","BM5GC",2019-10-01,8,0.342816211454404,0.00391408716483996,0.00117529355509735,2019-10-26,3.23887764041238,1.87158871276471,294.17,"R.mass","2019-10-26","BM","5","G","C","BM","G","BM5GC",1.39,1.54,15.41,NA,NA,NA,"BM","5","G","C",4.530218
"191","BM5GC",2019-12-01,188,-0.142100310437953,0.0470789004994933,0.000421994723169066,2019-12-20,3.66423251462464,1.97740695274554,294.098,"R.mass","2019-12-20","BM","5","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","BM5GC",2019-12-01,464,-1.36594254429129,0.0470789004994935,0.000421994723169062,2019-12-20,1.07764345408608,1.97740695274554,294.098,"R.area","2019-12-20","BM","5","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","BM5GC",2020-02-01,164,0.0150218239700809,0.039803573394124,0.00059012689563057,2020-02-14,3.97069232471588,1.99990400469701,290.6699,"R.mass","2020-02-14","BM","5","G","C","BM","G","BM5GC",1.27,1.41,14.14,NA,NA,NA,"BM","5","G","C",4.09844559
"194","BM5GC",2020-02-01,440,-1.22054519597984,0.0398035733941239,0.000590126895630572,2020-02-14,1.15416074095593,1.99990400469701,290.6699,"R.area","2020-02-14","BM","5","G","C","BM","G","BM5GC",1.27,1.41,14.14,NA,NA,NA,"BM","5","G","C",4.09844559
"195","BM5GC",2020-04-01,248,0.0245037195508686,0.0455199437551185,0.000629461709154693,2020-04-08,4.73942529061595,2.15961570632373,271.8882,"R.mass","2020-04-08","BM","5","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","BM5GC",2020-04-01,524,-1.27786060704277,0.0455199437551177,0.000629461709154706,2020-04-08,1.28859381130005,2.15961570632372,271.8882,"R.area","2020-04-08","BM","5","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","BM5GC",2020-06-01,40,0.641783900166999,0.0282391369744301,0.000731302849203295,2020-06-14,6.07891730496637,1.91179538816741,224.3827,"R.mass","2020-06-14","BM","5","G","C","BM","G","BM5GC",1.6,1.78,17.81,NA,NA,NA,"BM","5","G","C",3.99401206
"198","BM5GC",2020-06-01,316,-0.852618302612679,0.0282391369744298,0.000731302849203302,2020-06-14,1.36400387796508,1.91179538816741,224.3827,"R.area","2020-06-14","BM","5","G","C","BM","G","BM5GC",1.6,1.78,17.81,NA,NA,NA,"BM","5","G","C",3.99401206
